,name,brand,description,details,occasion,style,subcategory_bottom,subcategory_top
368,Leather Trucker Jacket,Paul Smith,Essential leather jacket with chest and waist pockets features polished silvertone buttons.,"Spread collar
Long sleeves
Button cuffs
Button front
Chest buttoned flap pockets
Waist welt pockets
Polyester
Dry clean by leather specialist
Made in Italy
SIZE & FITAbout 26"" from shoulder to hem",[],[],N/A,N/A
369,"Madeline 16"" Soft Doll",Yottoy,"Ooh la la, everyone's favorite French amie jumps out of the beloved Bemelman's books and into the hearts of little girls who delight in Madeline's Parisian adventures.Faithfully dressed in yellow hat, blue coat and black Mary Janes Embroidered facial features, plus appendix scarAbout 16""HRecommended for ages 3 and up Polyester Surface wash Imported","Ooh la la, everyone's favorite French amie jumps out of the beloved Bemelman's books and into the hearts of little girls who delight in Madeline's Parisian adventures.Faithfully dressed in yellow hat, blue coat and black Mary Janes
 Embroidered facial features, plus appendix scar
About 16""H
Recommended for ages 3 and up
 Polyester
 Surface wash
 Imported",[],[],N/A,N/A
370,Ikat Wool Oriental Rug,Solo Rugs,"ONLY AT SAKS.COM. From the Ikat Collection. A minimalistic, timeless statement that complements transitional, contemporary, and traditional interiors.","Handmade
82""W x 117""L
Wool
Imported",[],[],N/A,N/A
371,Fagen Oversized Cotton Hoodie,Acne Studios,Slouchy oversized cotton hoodie with miniature logo across the chest.,"Attached drawstring hood
Long sleeves with banded cuffs
Pullover style
Drop shoulder
Cotton
Machine wash
Made in Portugal
SIZE & FITOversized fit
About 28"" from shoulder to hem",[],[],N/A,N/A
372,Phebe 56MM Cat Eye Sunglasses,Jimmy Choo,Embellished cat eye frames lend mystique to these sunglasses.,"100% UV protection
Gradient blue lenses
Case and cleaning cloth included
Propionate
Made in Italy
SIZE56mm lens width
17mm bridge width
145mm temple length",[],[],N/A,N/A
373,Sweet Dream Cashmere Sleep Mask,Sofia Cashmere,"Sofiacashmere derives its roots from a family business with over 60 years in the cashmere industry. The collection is produced from the world's most luxurious cashmere yarns, exquisitely crafted to create a soft and comfortable feel. We are a lifestyle concept of the finest cashmere, coupled with extraordinary value. Exclusive sofiacashmere collections are sought after for our innovative yet classic styling, and carried by the most prominent stores throughout the world.","Cashmere
Dry clean</",[],[],N/A,N/A
374,Active Tie-Dyed Basketball Shorts,Madison Supply,"ONLY AT SAKS. A distinctive tie-dye print revamps these perforated shorts, perfect for the court of hitting the gym.","Banded elastic waist with drawstring
Pull-on style
Taped cuffs
Polyester
Dry clean
Imported
SIZEInseam, about 8""",[],[],N/A,N/A
375,Baby Girl's Huxbear Berry Jumpsuit,Huxbaby,A graphic of a bear in athleisure clothing lends an on-trend sensibility to this jumpsuit.,"Crewneck
Long sleeves
Rib-knit cuffs
Snap-button gusset closure
Organic cotton
Machine wash
Imported",[],[],N/A,N/A
376,Macchiato Slim-Fit Pants,Misook,"Fluid in silhouette, these pants thrive on minimalism.","Banded waist
Pull-on style
Acrylic/polyester
Machine wash
Imported
SIZE & FITSlim-fit
Rise, about 12""
Inseam, about 32""
Model shown is 5'10"" (177cm) wearing US size Small",[],[],N/A,N/A
377,Puro Dappled Coupe Bowl,Juliska,"Low and wide like the horizon, our coupe bowl calls for abundant portions of culinary triumphs.","From the Puro Collection
1 qt capacity
9'' W X 2'' H
Ceramic stoneware
Dishwasher, freezer, microwave and oven safe
Imported",[],[],N/A,N/A
378,"Baby Boy's Three-Piece Cotton Collared Shirt, Shorts & Canvas Belt Set",Ralph Lauren,"This cotton set creates a cute outfit with an oxford collared shirt, a canvas belt, and shorts that are digitally printed with a patchwork motif and signature graphics. Cotton. Machine wash. Imported.COLLARED SHIRT","Contrasting button-down point collar
Striped collar stand
Long sleeves
Buttoned barrel cuffs
Button front
Multicolored signature embroidered pony at the left chest
Box-pleated back yoke
Curved hem
SHOR",[],[],N/A,N/A
379,Kadison Neon Stripe Merino Wool Sweater,Acne Studios,Allover ribbed texture updates this modern wool sweater with on-trend neon colorblock stripes.,"Crewneck
Long sleeves
Pullover style
Ribbed finish
Merino wool
Dry clean
Imported
SIZE & FITAbout 25"" from shoulder to hem",[],[],N/A,N/A
380,Little Girl's & Girl's Tie-Front Star Shirt,Bella Dahl,This tie-front button shirt flaunts delicate stars and the brand's signature soft touch tencera fabric.,"Point collar
Three-quarter length sleeves
Roll cuffs with button tabs
Front covered button close
Hand stamped silver foil star print
Tie hem
Tencera
Machine wash
Made in USA",[],[],N/A,N/A
381,Little Girl's & Girl's Mia Lace-Up One-Piece Swimsuit,Little Peixoto,Lace-up swimsuit with goldtone grommets.,"Squareneck
Lace-up placket
Nylon/elastane
Had wash
Improtor",[],[],N/A,N/A
382,Sounds Lights Whale Plush,Gund,Adorable whale plush with a smiley face.,"Toy plays 5 soothing sounds
20 minute auto shut-off feature
Volume control
Soft lights
Requires 3 AAA batteries (included in box)
Polyester
Spot clean
Imported
SIZE13""W x 7""H
Please note: This toy produces flashes that may trigger epilepsy in sensitized individuals.To reduce exposure to such potential, play in a well-lit room, and do not flash lights directly int",[],[],N/A,N/A
383,Still Life Printed Joggers,Paul Smith,Street-style joggers with a modern floral print and clip-buckle at the waist.,"Elasticized waist
Clip belt at the waist
Cotton
Machine wash
Imported
SIZE & FITRise, about 11""
Inseam, about 31""",[],[],N/A,N/A
384,Keystone Soft Bomber,Loro Piana,Classic bomber with sporty zip front styling and striped trim in a smooth suede finish.,"Attached drawstring hood
Long sleeves
Two-way zip front
Front kangaroo pockets
Ribbed trim
Lining: wool/polyester
Leather
Dry clean by leather specialist
Made in Italy of imported fabric
SIZE & FITAbout 27.5"" from shoulder to hem",[],[],N/A,N/A
385,Baby's Two-Piece Collared Footie & Bib Set,Armani Junior,Cute and comfy set features a collared footie and a logo-print bib. Cotton/polyester. Machine wash. Imported.Footie,"Point collar
Long sleeves
Front button tab
Back and bottom snap closures
BibBack snap closure",[],[],N/A,N/A
386,Girl's Monogram Sandals,Gucci,unknown,"Textile upper
Open toe
Grip tape closure
Textile lining
Rubber sole
Made in Italy",[],[],N/A,N/A
387,Square Silk Buckle Belt,Carolina Herrera,"Add a bright accent to any ensemble with this woven silk belt, finished with a chunky square buckle and pixelated floral motif.","Oversized square buckle
Silk
Dry clean
Made in Italy
SIZEWidth, about 3''",[],[],N/A,N/A
388,Diagonal Stitch Denim Jacket,AMI Paris,Classic denim jacket in acid wash textures with front button closure and statement zig-zag stitching.,"Spread collar
Long sleeves with button cuffs
Button front closure
Chest button flap pockets
Waist slip pockets
Cotton
Dry clean
Imported
SIZE & FITAbout 28"" from shoulder to hem",[],[],N/A,N/A
389,North Stay Slim-Fit Jeans,Acne Studios,unknown,"Classic cotton-blend jeans in slim-fit design
Belt loops
Zip fly with button closure
Five-pocket style
Rise, about 9""
Inseam, about 32""
Cotton/polyester/elastane
Dry clean
Made in Italy",[],[],N/A,N/A
390,Check Socks,Burberry,Mid-calf socks with a signature check finish.,"Rib-knit cuffs
Check finish
Cotton/polyamide/elastane
Machine wash
Made in Portugal",[],[],N/A,N/A
391,Classic-Fit Striped Drawstring Hoodie,Sol Angeles,"Signature wave graphic brands the chest, branded draw cord, kangaroo pocket.","Attached drawstring hood
Long sleeves
Pullover style
Front kangaroo pouch
Modal/polyester
Machine wash
Imported
SIZE & FITClassic-fit
About 28"" from shoulder to hem",[],[],N/A,N/A
392,Cashmere Embellished Peacock Wrap Scarf,Janavi,An Oriental-inspired peacock scarf crafted with gleaming beads and beautiful embroidery.,"Fringed edges
Cashmere
Dry clean
Imported
SIZE27""W x 79""L",[],[],N/A,N/A
393,Addict Lacquer Stick,Dior,"Saturated color and liquefied shine lacquer lipstickThe first lacquer in a stick by Dior, delivering full-color coverage and liquefied shine with just one swipe.A stick with a ""lip fondant"" texture that releases the color and shine of a lacquer, soothes with the comfort of a balm, and delivers 6 hours* of wear and unrivaled sensoriality.Its secretà An exclusive Dior combination of 5 ultra-shiny, ultra-light nourishing oils and beeswax for added nourishment and long wear. The weight","Saturated color and liquefied shine lacquer lipstickThe first lacquer in a stick by Dior, delivering full-color coverage and liquefied shine with just one swipe.A stick with a ""lip fondant"" texture that releases the color and shine of a lacquer, soothes with the comfort of a balm, and delivers 6 hours* of wear and unrivaled sensoriality.Its secretà An exclusive Dior combination of 5 ultra-shiny, ultra-light nourishing oils and beeswax for added nourishment and long wear. The weight",[],[],N/A,N/A
394,Baby's Long-Sleeve Cotton Footie,Kissy Kissy,Comfortable cotton footie with scalloped trim,"Crewneck
Long sleeves
Front snap closure
Pima cotton
Machine wash
Imported",[],[],N/A,N/A
395,Tattersall Large Crocodile Cotton Tee,Lacoste,"Heavy jersey-knit t-shirt featuring large crocodile logo, rendered in tattersall check.","Crewneck
Long sleeves
Pullover style
Rib knit at neck and cuffs
Cotton
Machine wash
Imported
SIZE & FITRegular fit
About 28"" from shoulder to hem",[],[],N/A,N/A
396,Fringe Trim Wool Scarf,Acne Studios,Lush wool scarf with classical fringe trim.,"Fringe trim
Wool
Dry clean
Made in Italy
SIZELength, 60""",[],[],N/A,N/A
397,Little & Boy's Seahorse Print Swim Trunks,Vilebrequin,Playful seahorse printed swim shorts made of quick-dry fabric for a comfy fit in and out of water.,"Elasticized drawstring hem
Back logo patch
Side welt pockets
Lined
Polyamide
Machine wash
Imported",[],[],N/A,N/A
398,60MM Octagon Sunglasses,Roberto Cavalli,Statement goldtone sunglasses with logo detail in octagonal silhouette.,"Solid lenses
Metal
Made in Italy
SIZE60mm lens width
18mm bridge width
140mm temple length","['vacation', 'daytonight', 'weekend']","['casual', 'modern', 'classic', 'boho']",N/A,N/A
399,Country Estate Delft Sugar Pot,Juliska,unknown,"From the Country Estate Collection this handsome sugar bowl is updated with beautiful illustrations
From the Country Estate Collection
17 oz.
Ceramic stoneware
Dishwasher safe
Made in Portugal",[],[],N/A,N/A
400,Gucci Tian Zip Pouch,Gucci,unknown,"Zip closure
Beige/ebony GG supreme Tian, made using an earth-conscious process
Red leather trim
12""W X 8""H X 0.1""D
Made in Italy",[],[],N/A,N/A
401,Little Girl's & Girl's Peggy Shirred Playsuit,Zimmermann Kids,"From the Peggy Collection. A sweet playsuit with oversize tie-shoulders, a shirred bodice and a scalloped hem.","Straight across neckline
Oversize tie-shoulders
Pull on style
Shirred bodice
Scalloped hem
Trim: Polyester
Cotton
Hand wash
Imported",[],[],N/A,N/A
402,Stone Bleach Denim Jacket with Patches,Gucci,unknown,"Embroidered oversize denim jacket
Light blue marbled bleached denim
Point collar
Long sleeves
Metal buttons
Embroidered anatomical heart patch on the front
Front pockets
Skull and snake embroidery with crystals and Gucci on the back
""And then my heart with pleasure fills and dances with the daffodils"" embroidery—from the poem ""I Wandered Lonely as a Cloud"" by William Wordsworth—on the back
Blue and ivory check cott",[],[],N/A,N/A
403,Hooded Windbreaker Jacket,Moncler Grenoble,"Signature stripes run down the front of this durable windbreaker, giving it a sporty look.","Attached hood with pull drawstring
Stand collar
Long sleeves
Double zip front
Side flap pockets
Lined
Polyester/polyamide/nylon/elastane
Dry clean
Imported
SIZE & FITAbout 29"" from shoulder to hem",[],[],N/A,N/A
404,Merino Wool Turtleneck Sweater,Polo Ralph Lauren,"This wear-anywhere sweater will be in regular rotation thanks to its luxuriously lightweight merino wool. The Italian yarn has been specially treated for easy care while maintaining its smooth, extra-fine feel.","Ribbed mockneck
Long sleeves
Ribbed cuffs and hem
Merino wool
Machine wash
Imported
SIZE & FITRegular fit
About 28"" from shoulder to hem",[],[],N/A,N/A
405,Folsom Face Sweatshirt,Acne Studios,Relaxed crewneck sweatshirt with contrast colorblock neckline features signature face patch motif.,"Crewneck
Long sleeves
Pullover style
Contrast neckline
Chest face patch
Cotton
Machine wash
Made in Portugal
SIZE & FITRelaxed silhouette
About 22"" from shoulder to hem",[],[],N/A,N/A
406,Cashmere Gloves,Loro Piana,Luxe cashmere gloves flaunt vented cuffs and contrast piping.,"Cashmere
Spot clean
Made in Italy",[],[],N/A,N/A
407,Phelityl Night Cream,Erno Laszlo,"WHAT IT ISThis lightweight night moisturizer conditions and supports hydration, while humectants attract and bind moisture to repair the skin. 1.7 oz. Made in USA.WHAT IT DOESIn a consumer perception survey of 34 people:","94% Agreed the product leaves, a satin-like, matte finish on skin
94% Agreed the product leaves skin feeling soft
94% Agreed the product leaves skin feeling moisturized
94% Liked how their skin felt after using the product for 1 week<",[],[],N/A,N/A
408,All About Shadow Primer For Eyes,Clinique,WHAT IT ISSkin-toned color primer preps lids for improved shadow application and wear. Ophthalmologist tested. 0.17 oz. Made in Germany.WHO IT'S FORAppropriate for sensitive eyes and contact lens wearers.WHAT IT ISCreates a neutral base that holds All About Shadow eye color in place for up to 12 hours. Can be worn alone for a natural yet perfected look. In 4 shades from very fair to deep.,WHAT IT ISSkin-toned color primer preps lids for improved shadow application and wear. Ophthalmologist tested. 0.17 oz. Made in Germany.WHO IT'S FORAppropriate for sensitive eyes and contact lens wearers.WHAT IT ISCreates a neutral base that holds All About Shadow eye color in place for up to 12 hours. Can be worn alone for a natural yet perfected look. In 4 shades from very fair to deep.,[],[],N/A,N/A
409,Tech Chino Shorts,Bonobos,unknown,"Clean front shorts in an above-knee length
Belt loops
Zip fly with button closure
Back welt pockets
Rise, about 10""
Inseam, about 8""
Leg opening, about 20""
Cotton/nylon/polyamid/elastane
Machine wash
Imported",[],[],N/A,N/A
410,Textured Stretch Soft Jacket,Emporio Armani,"Cut from textured wool with a sporty feel, this jacket exudes an air of casual sophistication.","Notched lapels
Long sleeves
Button front
Chest welt pocket
Waist welt pockets
Wool
Dry clean
Made in Italy
SIZE & FITTailored fit
About 30"" from shoulder to hem",[],[],N/A,N/A
411,Montauk Slim-Fit Trousers,Greyson,Casual stretch pants offer a trim look for men on the move.,"Belt loops
Zip fly with top button
Two front quarter-top pockets
Two back welt pockets
Tapered leg
Polyamide/elastane
Machine wash
Imported
SIZE & FITSlim fit
Rise, about 11.5""
Inseam, about 32.25""
Leg opening, about 12""",[],[],N/A,N/A
412,Little Boy's & Boy's Good Vibes T-Shirt,Tiny Whales,Cool checkered print adorns comfy cotton tee with signature Good Vibes graphic.,"Roundneck
Long sleeves
Pullover style
Cotton
Machine wash
Made in USA",[],[],N/A,N/A
413,1998 Washed Jean Jacket,Acne Studios,Classic 90s-inspired jean jacket in rich cotton boasts an on-trend faded wash.,"Spread collar
Long sleeves
Button cuffs
Button front
Button-through flap chest pockets
Cotton
Dry clean
Made in Italy
SIZE & FITAbout 26"" from shoulder to hem",[],[],N/A,N/A
414,Silk Stitch Pattern Tie,Ermenegildo Zegna,unknown,"Stitched pattern tie crafted from luxurious Italian silk
About 3.5"" wide
Silk
Dry clean
Made in Italy",[],[],N/A,N/A
415,Tropical Love Crewneck,Dolce & Gabbana,Vibrant iconic graphic print adorns soft cotton pullover with contrast stripe trim.,"Crewneck
Long sleeves
Pullover style
Contrast stripe trim
Cotton
Machine wash
Made in Italy
SIZE & FITAbout 29"" from shoulder to hem",[],[],N/A,N/A
416,HO1 Boxer Briefs,HOM,unknown,"Logo embellished elastic waistband
HO1 horizontal opening
Cotton/modal/elastane
Machine wash
Imported",[],[],N/A,N/A
417,Poseidon Standard Sham,Drouault Paris,"From the Poseidon Collection. Dimensional in its print, this sham is a statement piece.","200 thread count
Long-staple combed percale cotton
Machine wash
Imported
SPECIFICATIONS22""W x 27""L",[],[],N/A,N/A
418,Cotton Jersey Polo,Gucci,unknown,"Cotton piqué polo
Stonewashed blue cotton piqué
White stripes at the collar
Enamel Interlocking G metal buttons and symbols button
100% cotton
Long sleeves
Button-through placket
Oversize fit
About 29"" from shoulder to hem
The product shown in this image is a size medium
Made in Italy",[],[],N/A,N/A
419,Slim Leather Jacket,John Varvatos,A panelled construction with minimal blazer-inspired styling lends an understated edge to this supple leather jacket.,"Point collar
Long sleeves
Front hook & eye closure
Split cuffs with hook & eye closure
Waist welt pockets
Curved hem
Back vent
Cotton/linen-blend lining
Suede
Dry clean by leather specialist
Imported
SIZE & FITSlim fit
About 30.5"" from shoulder to hem
<",[],[],N/A,N/A
420,Monument Print Silk Scarf,Versace,"A contemporary take on classical antiquities, this scarf flaunts opulent multicolor baroque imagery.","Silk
Dry clean
Made in Italy
SIZE25""W x 83.5""",[],[],N/A,N/A
421,Slim-Fit Evectio Pants,J Brand,Industrial-inspired pants are crafted with knee patches in a durable finish.,"Belt loops
Zip fly with button closure
Side slash pockets
Back welt pockets
Exposed seams
Cotton/elastane
Machine wash
Imported
SIZE & FITSlim-fit
Rise, about 10""
Inseam, about 34""
Leg opening, about 14""",[],[],N/A,N/A
422,Warren TB Patch Polo,Burberry,Classic cotton stretch polo shirt is elevated with a detailed embroidered logo patch on the chest.,"Polo collar
Short sleeves
Three-button placket
Pullover style
Cotton/elastane
Machine wash
Imported
SIZE & FITAbout 28"" from shoulder to hem",[],[],N/A,N/A
423,Lewis silk-charmeuse maxi dress,Alix NYC,Olive silk-charmeuse Slips on 100% silk Imported,"Fits true to size, take your normal size
Those with a curvy figure may wish to take the next size up
Cut for a slim fit
Lightweight, non-stretchy fabric
Model is 177cm/ 5'10"" and is wearing a size Small",[],[],N/A,N/A
424,"Baby's, Toddler's & Girl's High-Top Sneakers",See Kai Run,Colorful hiking boots featuring a waterproof insulated design for all-weather wear and a light durable outsole perfect for gripping rough terrain.,"Textile/PU leather upper
Round toe
Grip-tape closure
Features 3M ThinsulateTM thermal lining and insole rated to -35°
Rubber sole
Spot clean
Imported",[],[],N/A,N/A
425,Chad Stripe Linen-Blend Tee,Onia,Tonal stripes lend a classic aesthetic to this t-shirt.,"Roundneck
Short sleeves
Pullover style
Chest patch pocket
Linen/polyester
Hand wash
Imported
SIZE & FITAbout 29"" from shoulder to hem",[],[],N/A,N/A
426,"5"" Heritage Stoneware Square Dish",Le Creuset,"From baking to oven-roasting, the Heritage stoneware square dish is a functional all-in-one design that stands up to years of use with a durable finish and solid ceramic construction that's stronger than typical earthenware. This particular design features slightly higher side walls, making it ideal for small casseroles, layered baked pastas or even an ice cream cake.","5”W x 5”L x 2.25”H
Stoneware
Dishwasher safe
Imported",[],[],N/A,N/A
427,Forest Walk Serving Bowl,Juliska,From the Forest Walk Collection. From luscious poached pears to a mountain of grilled sausages - culinary creations from humble to grand look naturally fetching alongside this forest motif.,"Capacity, 2.5qt
10""W x 4""L
Ceramic stoneware
Dishwasher, freezer, microwave, oven safe
Imported",[],[],N/A,N/A
428,Larino Egyptian Cotton Flat Sheet,SFERRA,"Adorned with minimalist details, this luxurious style is woven in Italy from sublime Egyptian cotton and cast in a bold hue for a linen as lushly soft as it is beautiful.","Queen: 96""W X 114""H
King: 114""W X 114""H
Egyptian cotton
Machine wash
Made in Italy",[],[],N/A,N/A
429,Alameda High-Waist Wrap-Effect Mini Skirt,Acler,"Fashioned with a high-waist fit, Acler's 'Alameda' mini skirt is tailored in an a-line silhouette with a wrap-effect front and pockets throughout. Style yours with the detachable belt for added definition. ","As featured in the Fall Winter '19 lookbook
Belted high waist, pockets, unlined
Button and concealed zip fastening at front
Composition: 100% cotton
Dry clean only
Imported



Model is wearing a sample size US 4
This item fits true to size
We reccomend taking your normal size","['NightOut', 'nightout', 'daytonight', 'DaytoNight', 'Weekend', 'weekend']","['romantic', 'glam', 'Modern', 'modern', 'Romantic', 'Glam']",Skirts,N/A
430,Girl's Python Trim Jeans,Blank NYC,Go-to jeans with daring snakeskin-printed panesl at the sides.,"Five pocket styling
Zip fly
Distressed details
Contrasting side stripes
Cotton
Machine wash
Imported",[],[],N/A,N/A
431,LE VERNIS TECHNO BLOOMLongwear Nail Colour,CHANEL,"The iconic nail polish is reformulated for longer-lasting, high-shine colour that cares. Enriched with Bioceramics and Ceramides, provides deep care to strengthen and improve the quality of nails over time. Along with protective benefits, the formula features carefully selected pigments for an even application and a dramatic, lacquered look. In a vibrant palette of trend-setting shades, including bestselling favorites and daring new colours. Apply a thin layer of LA BASE. Then, using the built-in brush ap","The iconic nail polish is reformulated for longer-lasting, high-shine colour that cares. Enriched with Bioceramics and Ceramides, provides deep care to strengthen and improve the quality of nails over time. Along with protective benefits, the formula features carefully selected pigments for an even application and a dramatic, lacquered look. In a vibrant palette of trend-setting shades, including bestselling favorites and daring new colours. Apply a thin layer of LA BASE. Then, using the built-in brush ap",[],[],N/A,N/A
432,"Disney's Frozen 2 Baby's, Little Girl's & Girl's Ultragirl Snowflake Flats",Mini Melissa,"From the Disney's Frozen 2 Collection. Always charming, this flat gets updated this season with everyone's favorite Disney movie: Frozen. Besides the color palette, which includes an adorable silver glitter finishing option as well as sparkly snowflake, the shimmering bow on the upper transforms this look into a super feminine one.","Recyclable PVC upper
Round toe
Grip-tape strap
Bow vamp
Glitter finish
Flexible recyclable PVC sole
Hypoallergenic
",[],[],N/A,N/A
433,Baby Boy's Cotton-Blend Fleece Coverall,Ralph Lauren,"Finished with felt patches spelling out Ralph Lauren's logo, this sporty cotton-blend fleece coverall draws inspiration from signature hoodies.","Attached hood with ""Polo""-print jersey lining
Long sleeves
Ribbed cuffs
Concealed two-button placket
Concealed ring snaps at the hem
Kangaroo pocket
Felt patches spelling out ""Polo"" at the chest
Cotton/polyester
Machine wash
Imported",[],[],N/A,N/A
434,Puro Crackle Coffee and Tea Cup,Juliska,The interplay of modern yet timeless and simple yet beautiful - works perfectly with this eminently useful cup that is ideal for both coffee and tea.,"4""W x 4""H
14 oz.
Ceramic stoneware
Microwave, oven, freezer & dishwasher safe
Imported",[],[],N/A,N/A
435,Easy Pleated Button-Down Cotton Shirt,FRAME,"Perfect for workdays at the office, this 'Easy' button-down shirt from Frame will become a staple piece in your wardrobe. It's crafted from 100% pleated cotton into a laid-back silhouette, so tuck it into 70s-inspired denim and add neutral accessories.","Button fastenings through front
Composition: 100% cotton
Dry clean 
Imported


This style fits true to sizeWe suggest taking your normal size
Model measurements: height 5'9""/175cm - bust 32""/81.2cm - waist 24""/60.96cm - hip 34""/86.36cmShe is wearing size Small",[],[],N/A,N/A
436,Bambi Collared V-Neck Sweater,Nanushka,"Gently tailored in a collared silhouette with an open v-neckline, Nanushka's 'Bambi' sweater is crafted from a softly textured fabric with a marled appearance. The slightly oversized fit makes it easy to style layered over a button-front shirt or solo with a pair of jeans.","As featured in the Fall Winter '19 lookbook
Collared v-neckline , long sleeves, unlined
Slip on
Composition: 47% poliammide, 30% wool, 20% alpaca auperfine, 3% elastane
Dry clean only
Imported



Model is wearing sample size small
This item fits true to size
We recommend taking your normal size","['Work', 'daytonight', 'work', 'DaytoNight', 'Weekend', 'weekend']","['Androgynous', 'BusinessCasual', 'Retro', 'casual', 'businesscasual', 'androgynous', 'retro']",N/A,N/A
437,Girl's Fit Of Rage Distressed Jeans,Blank NYC,unknown,"Stretchy jeans with a distressed finish
Belt loops
Five-pocket style
Zip fly with button closure
Cotton/spandex
Rolled up cuffs
Machine wash
Imported",[],[],N/A,N/A
438,Data Turtles Swim Trunks,Vilebrequin,Psychedelic turtle patterns make these swim shorts a statement piece.,"Elasticized drawstring waist
Pull-on style
Side seam pockets
Back flap pocket
Polyamide
Machine wash
Imported
SIZE & FITRise, about 11""
Inseam, about 7""
Leg opening, about 21""",[],[],N/A,N/A
439,Baby Girl's Set of Three Pima Cotton Bodysuits,Kissy Kissy,Lightweight Pima cotton bodysuit comes in a pack of three.,"Set of three
Roundneck
Short sleeves
Snap bottom
Banded trim
Pima cotton
Machine wash
Imported",[],[],N/A,N/A
440,54MM Oversized Square Sunglasses,Gucci,unknown,"54mm lens width; 25mm bridge width; 140mm temple length
Gradient lenses
100% UV protection
Optyl
Made in Italy","['daytonight', 'vacation', 'weekend']","['classic', 'casual', 'modern', 'boho', 'edgy']",N/A,N/A
441,Industrial Arrow Mask,Off-White,This woven cotton mask is an urban accessory.,"Side straps
Arrow finish
Cotton
Made in Italy",[],[],N/A,N/A
442,Intricate Floral Embroidered Cashmere Scarf,Janavi,Decadent floral and weeds embroidery lends a gardenia effect to this scarf.,"Cashmere
Dry clean
Imported
SIZE27.6""W x 78.7""L",[],[],N/A,N/A
443,Sterling II 52MM Round Sunglasses,Illesteva,Round sunglasses sport a semi-transparent frame with color detail that perfectly contrasts grey-shaded lenses.,"100% UV protection
Gradient grey lenses
Optional lens replacement
Logo temple detail
Case and cleaning cloth included
Acetate
Made in Italy
SIZE52mm lens width
21mm bridge width
145mm temple length",[],[],N/A,N/A
444,Girl's Joan Shirred Jumpsuit,Bardot Junior,"The Joan Shirred Jumpsuit features a shirred bodice, thin self-tie straps, full-length wide pant legs, back darts and exposed ruffle at top edge of bodice.","Squareneck
Sleeveless
Adjustable tie straps
Pull-on style
Smocked detail
Polyester
Machine wash
Imported",[],[],N/A,N/A
445,Little Boy's & Boy's Checker Shirt,Ralph Lauren,"Made of crisp poplin, this handsome shirt is patterned in tonal check and finished with signature embroidery at the chest.","Button-down point collar
Long sleeves
Button cuffs
Button front
Chest logo embroidery
Back box pleat
Shirttail hem
Cotton
Machine wash
Imported
",[],[],N/A,N/A
446,The Constance lace-trimmed ruched silk-charmeuse mini dress,Cami NYC,Black silk-charmeuse and lace Slips on 100% silk Dry clean Imported,"Fits true to size, take your normal size 
Designed for a slim fit
Lightweight, non-stretchy fabric
Model is 177cm/ 5'10"" and is wearing a size XSmall",[],[],N/A,N/A
447,Girl's Destroyed Denim Skirt,Blank NYC,Denim mini skirt boasts classic five-pocket styling in a washed cotton-blend finish with a raw edge hem.,"Belt loops
Zip fly and button closure
Five-pocket styling
Distressed details
Raw edge hem
Cotton/polyester/viscose
Machine wash
Imported",[],[],N/A,N/A
448,Baby's Baldwyn Check Flats,Burberry,unknown,"Charming check-patterned flat with grip-tape strap
Cotton and leather upper
Grip-tape ankle strap
Leather lining and sole
Imported",[],[],N/A,N/A
449,Micro Melange Dress Jacket,Giorgio Armani,"Fitted melange jacket crafted from a luxury blend of flax, silk and wool.","Notched lapels
Long sleeves
Single-breasted button closure
Flax/silk/wool
Dry clean
Made in Italy
SIZE & FITAbout 30"" from shoulder to hem",[],[],N/A,N/A
450,Torn Rose Harness Cotton Shirt,Alexander McQueen,Crisp cotton dress shirt elevated with an on-trend printed harness detail enveloping the shoulders.,"Point collar
Long sleeves with button barrel cuffs
Button front
Adjustable harness detail
Shirttail hem
Cotton
Dry clean
Made in Italy
SIZE & FITSlim fit
About 29"" from shoulder to hem",[],[],N/A,N/A
451,Baby's Graffiti Print Leggings,Stella McCartney Kids,Quirky graffiti doodle graphics enhance these cotton leggings.,"Elasticized waistband
Pull-on style
Banded cuffs
Cotton
Machine wash
Imported",[],[],N/A,N/A
452,Lizard Strap/18MM,Michele Watches,Adjustable lizard watchband is accented with stainless steel hardware. ,"Fits the Michele Deco, CSX 36 and Caber watches
Made in Italy",[],[],N/A,N/A
453,Little Girl's & Girl's Striped Dress,Sunuva,"Blanket stitching trims this striped dress, adding a handmade quality to it.","Roundneck
Cap sleeves
Pullover style
Drawstring waist
Cotton/acrylic
Hand wash
Imported",[],[],N/A,N/A
454,MA-1 Reversible Down-Filled Flight Jacket,Alpha Industries,"Reversible, water-resistant bomber inspired by the classic MA-1 fighter pilot jacket.","Camo print on one side
Solid design on reverse side
Band collar
Long sleeves
Front zip closure
Waist welt pockets on both sides
Removable sleeve pocket
Signature ""Remove Before Flight"" flag
Rib-knit collar, cuffs and hem
Lined
Polyester
Fill: Duck down
Machine wash
Imported
SIZE & FIT",[],[],N/A,N/A
455,Girl's Faded Jeans,Blank NYC,unknown,"Comfy tapered jeans with whiskered and faded detailing
Belt loops
Zip fly with front button closure
Four-pocket style
Tapered legs
Cotton/polyester/spandex
Machine wash
Imported",[],[],N/A,N/A
